Index,Year,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
5771,2011,1,4,2,1251,1540,CO,1757,N13624,109,91,-19,1,IAH,ATL,689,8,10,0,,0
5772,2011,1,4,2,939,1225,CO,1767,N38424,286,263,11,9,IAH,SEA,1874,6,17,0,,0
5773,2011,1,4,2,1933,2358,CO,1776,N24212,205,156,30,18,IAH,PHL,1324,11,38,0,,0
5774,2011,1,4,2,1743,1849,CO,1779,N77261,66,41,9,4,IAH,SAT,191,3,22,0,,0
5775,2011,1,4,2,858,1042,CO,1783,N38257,164,143,-3,3,IAH,TUS,936,5,16,0,,0
5776,2011,1,4,2,1624,1737,CO,1787,N59630,73,43,30,29,IAH,DFW,224,5,25,0,,0
5777,2011,1,4,2,1340,1645,CO,1790,N38443,125,106,5,20,IAH,MIA,964,7,12,0,,0
5778,2011,1,4,2,1829,2018,CO,1795,N75854,229,199,46,44,IAH,LAX,1379,10,20,0,,0
5779,2011,1,4,2,1445,1624,CO,1821,N16703,219,195,-6,5,IAH,SNA,1347,8,16,0,,0
5780,2011,1,4,2,1935,2258,CO,1830,N75433,143,109,11,10,IAH,PBI,956,5,29,0,,0
5781,2011,1,4,2,1151,1604,CO,1832,N35271,193,178,-6,6,IAH,LGA,1416,6,9,0,,0
5782,2011,1,4,2,1303,1655,CO,1836,N26215,172,154,9,33,IAH,PHL,1324,8,10,0,,0
5783,2011,1,4,2,1516,1835,CO,1844,N27213,139,123,14,41,IAH,CLE,1091,5,11,0,,0
5784,2011,1,4,2,1257,1627,CO,1850,N16649,150,126,-5,2,IAH,RDU,1043,8,16,0,,0
5785,2011,1,4,2,1740,1950,CO,1858,N78501,130,104,0,5,IAH,OMA,781,6,20,0,,0
5786,2011,1,4,2,909,1212,CO,1873,N35204,123,106,-16,-1,IAH,MCO,853,6,11,0,,0
5787,2011,1,4,2,1005,1208,CO,1882,N14652,183,159,-4,-5,IAH,HDN,986,7,17,0,,0
5788,2011,1,4,2,1750,2005,CO,1889,N14237,255,229,4,10,IAH,SMF,1609,6,20,0,,0
5789,2011,1,3,1,931,1354,CO,1,N76065,503,481,4,6,IAH,HNL,3904,6,16,0,,0
5790,2011,1,3,1,1836,1933,CO,5,N76265,57,41,-6,6,IAH,MSY,305,3,13,0,,0
5791,2011,1,3,1,1536,1634,CO,6,N75428,58,43,-1,1,IAH,SAT,191,3,12,0,,0
5792,2011,1,3,1,1453,1553,CO,33,N54241,60,44,8,13,IAH,MSY,305,3,13,0,,0
5793,2011,1,3,1,1531,1616,CO,35,N75435,45,30,-1,6,IAH,AUS,140,3,12,0,,0
5794,2011,1,3,1,1944,2112,CO,47,N57863,208,187,7,29,IAH,LAX,1379,8,13,0,,0
5795,2011,1,3,1,744,945,CO,52,N17104,241,196,14,-1,IAH,LAX,1379,13,32,0,,0
5796,2011,1,3,1,1837,2011,CO,59,N76514,154,125,49,52,IAH,DEN,862,7,22,0,,0
5797,2011,1,3,1,1243,1649,CO,60,N68160,186,159,16,38,IAH,EWR,1400,13,14,0,,0
5798,2011,1,3,1,1431,1842,CO,62,N14118,191,167,-15,6,IAH,EWR,1400,9,15,0,,0
5799,2011,1,3,1,1210,1620,CO,73,N77066,490,476,10,25,IAH,HNL,3904,5,9,0,,0
5800,2011,1,3,1,557,955,CO,89,N73278,178,157,-25,-3,IAH,EWR,1400,8,13,0,,0
5801,2011,1,3,1,1104,1517,CO,106,N66057,193,171,2,19,IAH,EWR,1400,11,11,0,,0
5802,2011,1,3,1,729,832,CO,128,N32626,63,44,-6,-1,IAH,MSY,305,4,15,0,,0
5803,2011,1,3,1,1500,1647,CO,137,N75426,227,207,37,35,IAH,LAX,1379,7,13,0,,0
5804,2011,1,3,1,1324,1548,CO,146,N75410,144,119,-2,9,IAH,ORD,925,5,20,0,,0
5805,2011,1,3,1,1840,2014,CO,150,N14219,214,194,9,15,IAH,ONT,1334,4,16,0,,0
5806,2011,1,3,1,1443,1814,CO,158,N16701,151,136,-21,-2,IAH,DCA,1208,5,10,0,,0
5807,2011,1,3,1,737,1004,CO,167,N76505,267,244,-21,7,IAH,SEA,1874,5,18,0,,0
5808,2011,1,3,1,858,1100,CO,170,N75436,242,224,-15,-2,IAH,SFO,1635,6,12,0,,0
5809,2011,1,3,1,1754,2212,CO,182,N73299,198,179,-5,14,IAH,BOS,1597,7,12,0,,0
5810,2011,1,3,1,1933,2245,CO,190,N78285,132,112,17,28,IAH,MIA,964,5,15,0,,0
5811,2011,1,3,1,833,1027,CO,195,N14731,234,211,7,-2,IAH,LAX,1379,11,12,0,,0
5812,2011,1,3,1,1222,1340,CO,197,N57439,198,180,13,22,IAH,LAS,1222,8,10,0,,0
5813,2011,1,3,1,718,845,CO,199,N76522,147,124,-17,-2,IAH,DEN,862,6,17,0,,0
5814,2011,1,3,1,1248,1550,CO,206,N75429,122,102,2,3,IAH,TPA,787,5,15,0,,0
5815,2011,1,3,1,2131,1,CO,209,N53442,270,239,-5,1,IAH,PDX,1825,19,12,0,,0
5816,2011,1,3,1,1550,2012,CO,210,N27239,202,174,-12,0,IAH,EWR,1400,13,15,0,,0
5817,2011,1,3,1,1017,1625,CO,212,N75433,248,225,3,2,IAH,SJU,2007,8,15,0,,0
5818,2011,1,3,1,903,1106,CO,220,N34131,183,152,5,3,IAH,PHX,1009,7,24,0,,0
5819,2011,1,3,1,1019,1404,CO,226,N19638,165,144,-15,-1,IAH,BWI,1235,8,13,0,,0
5820,2011,1,3,1,925,1337,CO,232,N29717,192,173,-18,0,IAH,LGA,1416,4,15,0,,0
5821,2011,1,3,1,1254,1354,CO,241,N58606,60,30,1,-6,IAH,AUS,140,9,21,0,,0
5822,2011,1,3,1,1556,1926,CO,244,N76502,150,130,-4,11,IAH,CLE,1091,7,13,0,,0
5823,2011,1,3,1,1605,1828,CO,246,N13248,143,115,-2,20,IAH,ORD,925,9,19,0,,0
5824,2011,1,3,1,1920,2237,CO,250,N25705,137,120,-9,10,IAH,RDU,1043,4,13,0,,0
5825,2011,1,3,1,1127,1332,CO,252,N73259,185,168,-4,7,IAH,SLC,1195,8,9,0,,0
5826,2011,1,3,1,744,1133,CO,258,N87527,169,147,2,4,IAH,DCA,1208,5,17,0,,0
5827,2011,1,3,1,1237,1507,CO,267,N17245,270,256,-12,2,IAH,SEA,1874,4,10,0,,0
5828,2011,1,3,1,1136,1353,CO,270,N53442,257,224,13,11,IAH,SFO,1635,11,22,0,,0
5829,2011,1,3,1,1221,1316,CO,279,N16703,55,38,-4,1,IAH,SAT,191,3,14,0,,0
5830,2011,1,3,1,733,1155,CO,282,N73276,202,176,-20,-2,IAH,BOS,1597,7,19,0,,0
5831,2011,1,3,1,1719,2030,CO,286,N14731,131,109,-2,4,IAH,MCO,853,8,14,0,,0
5832,2011,1,3,1,2005,2126,CO,297,N72405,201,174,40,50,IAH,LAS,1222,8,19,0,,0
5833,2011,1,3,1,2116,2236,CO,299,N37298,140,124,9,21,IAH,DEN,862,5,11,0,,0
5834,2011,1,3,1,851,1121,CO,309,N27421,270,249,-7,1,IAH,PDX,1825,5,16,0,,0
5835,2011,1,3,1,1952,2358,CO,310,N77871,186,160,29,52,IAH,EWR,1400,7,19,0,,0
5836,2011,1,3,1,1439,1633,CO,320,N38268,174,153,3,9,IAH,PHX,1009,7,14,0,,0
5837,2011,1,3,1,1323,1419,CO,323,N33286,56,41,-4,8,IAH,MSY,305,3,12,0,,0
5838,2011,1,3,1,1314,1645,CO,326,N38443,151,137,1,24,IAH,BWI,1235,4,10,0,,0
5839,2011,1,3,1,755,1202,CO,332,N14228,187,162,-16,5,IAH,LGA,1416,5,20,0,,0
5840,2011,1,3,1,844,1116,CO,346,N39726,152,117,-4,-1,IAH,ORD,925,19,16,0,,0
5841,2011,1,3,1,1138,1310,CO,352,N33714,152,137,-7,-2,IAH,GUC,886,4,11,0,,0
5842,2011,1,3,1,1052,1424,CO,358,N23721,152,140,-11,7,IAH,DCA,1208,2,10,0,,0
5843,2011,1,3,1,2021,2248,CO,367,N32404,267,247,-15,1,IAH,SEA,1874,5,15,0,,0
5844,2011,1,3,1,1438,1642,CO,370,N37409,244,220,2,13,IAH,SFO,1635,8,16,0,,0
5845,2011,1,3,1,1248,1349,CO,379,N59630,61,35,-5,-5,IAH,SAT,191,2,24,0,,0
5846,2011,1,3,1,1048,1501,CO,382,N77295,193,176,-24,3,IAH,BOS,1597,6,11,0,,0
5847,2011,1,3,1,1728,1855,CO,397,N76516,207,183,0,3,IAH,LAS,1222,7,17,0,,0
5848,2011,1,3,1,1553,1727,CO,399,N77261,154,130,16,18,IAH,DEN,862,10,14,0,,0
5849,2011,1,3,1,723,856,CO,403,N27724,213,197,-4,-2,IAH,SAN,1303,2,14,0,,0
5850,2011,1,3,1,755,1215,CO,408,N68061,200,175,10,15,IAH,EWR,1400,10,15,0,,0
5851,2011,1,3,1,1041,1212,CO,409,N37267,211,193,8,11,IAH,SAN,1303,4,14,0,,0
5852,2011,1,3,1,2102,101,CO,410,N17719,179,155,-3,12,IAH,EWR,1400,9,15,0,,0
5853,2011,1,3,1,1928,2056,CO,417,N73259,208,191,7,18,IAH,SAN,1303,3,14,0,,0
5854,2011,1,3,1,2107,2315,CO,421,N34282,248,228,-3,7,IAH,SJC,1609,4,16,0,,0
5855,2011,1,3,1,1949,2056,CO,423,N73256,67,44,37,39,IAH,MSY,305,3,20,0,,0
5856,2011,1,3,1,1928,2307,CO,426,N73275,159,140,-4,13,IAH,BWI,1235,6,13,0,,0
5857,2011,1,3,1,1045,1450,CO,432,N11641,185,167,-22,0,IAH,LGA,1416,5,13,0,,0
5858,2011,1,3,1,2110,2221,CO,442,N24212,71,57,-15,0,IAH,TUL,429,5,9,0,,0
5859,2011,1,3,1,1252,1638,CO,458,N27610,166,144,-7,-3,IAH,DCA,1208,5,17,0,,0
5860,2011,1,3,1,2133,2355,CO,467,N57439,262,243,-11,7,IAH,SEA,1874,6,13,0,,0
5861,2011,1,3,1,1919,2013,CO,479,N29717,54,38,-8,4,IAH,SAT,191,3,13,0,,0
5862,2011,1,3,1,1255,1716,CO,482,N76504,201,184,-23,0,IAH,BOS,1597,5,12,0,,0
5863,2011,1,3,1,1818,2025,CO,489,N34222,247,232,-9,8,IAH,SJC,1609,3,12,0,,0
5864,2011,1,3,1,912,1040,CO,497,N73860,208,179,5,2,IAH,LAS,1222,8,21,0,,0
5865,2011,1,3,1,1202,1328,CO,499,N57862,146,127,3,12,IAH,DEN,862,8,11,0,,0
5866,2011,1,3,1,1918,2219,CO,500,N23721,121,102,-8,13,IAH,IND,845,5,14,0,,0
5867,2011,1,3,1,1508,1736,CO,509,N75425,268,249,4,13,IAH,PDX,1825,9,10,0,,0
5868,2011,1,3,1,856,1310,CO,510,N17233,194,179,-5,6,IAH,EWR,1400,5,10,0,,0
5869,2011,1,3,1,2118,2231,CO,511,N37274,73,53,4,8,IAH,MFE,316,6,14,0,,0
5870,2011,1,3,1,1937,2131,CO,520,N30401,174,153,106,112,IAH,PHX,1009,7,14,0,,0
5871,2011,1,3,1,2058,2229,CO,528,N14639,151,136,-12,3,IAH,TUS,936,5,10,0,,0
5872,2011,1,3,1,1327,1737,CO,532,N15710,190,175,-8,7,IAH,LGA,1416,6,9,0,,0
5873,2011,1,3,1,1321,1641,CO,534,N77431,140,124,-14,6,IAH,PIT,1117,5,11,0,,0
5874,2011,1,3,1,943,1138,CO,542,N37427,175,161,-19,3,IAH,SLC,1195,6,8,0,,0
5875,2011,1,3,1,641,1030,CO,544,N17640,169,134,1,-4,IAH,CLE,1091,14,21,0,,0
5876,2011,1,3,1,2113,2324,CO,546,N14242,131,114,4,23,IAH,ORD,925,5,12,0,,0
5877,2011,1,3,1,1305,1526,CO,552,N46625,201,169,1,0,IAH,SLC,1195,5,27,0,,0
5878,2011,1,3,1,1631,2019,CO,558,N73283,168,144,18,21,IAH,DCA,1208,5,19,0,,0
5879,2011,1,3,1,921,1105,CO,559,N78509,224,196,0,6,IAH,SNA,1347,6,22,0,,0
5880,2011,1,3,1,1931,2206,CO,567,N36444,275,249,11,31,IAH,SEA,1874,8,18,0,,0
5881,2011,1,3,1,1756,1955,CO,570,N78501,239,218,-5,16,IAH,SFO,1635,7,14,0,,0
5882,2011,1,3,1,1910,2325,CO,582,N33714,195,174,-26,0,IAH,BOS,1597,7,14,0,,0
5883,2011,1,3,1,716,1026,CO,586,N57869,130,112,-3,-4,IAH,MCO,853,5,13,0,,0
5884,2011,1,3,1,2321,110,CO,595,N17244,229,204,23,26,IAH,LAX,1379,12,13,0,,0
5885,2011,1,3,1,2126,2244,CO,597,N38443,198,174,9,21,IAH,LAS,1222,8,16,0,,0
5886,2011,1,3,1,1441,1558,CO,599,N75853,137,121,-2,16,IAH,DEN,862,6,10,0,,0
5887,2011,1,3,1,1600,1848,CO,606,N39726,108,91,-16,0,IAH,TPA,787,4,13,0,,0
5888,2011,1,3,1,1927,2200,CO,616,N21723,153,135,5,27,IAH,MSP,1034,6,12,0,,0
5889,2011,1,3,1,741,1134,CO,626,N14604,173,144,-10,-3,IAH,BWI,1235,6,23,0,,0
5890,2011,1,3,1,1543,2003,CO,632,N27724,200,183,-5,3,IAH,LGA,1416,6,11,0,,0
5891,2011,1,3,1,1911,2232,CO,644,N37255,141,124,-7,14,IAH,CLE,1091,5,12,0,,0
5892,2011,1,3,1,1840,2053,CO,652,N14228,193,163,31,35,IAH,SLC,1195,4,26,0,,0
5893,2011,1,3,1,1907,2241,CO,658,N54711,154,133,-13,2,IAH,DCA,1208,10,11,0,,0
5894,2011,1,3,1,1128,1312,CO,663,N17104,164,146,-10,3,IAH,EGE,935,6,12,0,,0
5895,2011,1,3,1,1744,2018,CO,667,N57864,274,257,18,19,IAH,SEA,1874,6,11,0,,0
5896,2011,1,3,1,1925,2138,CO,670,N24202,253,232,-1,20,IAH,SFO,1635,6,15,0,,0
5897,2011,1,3,1,1547,2003,CO,682,N16732,196,177,-29,2,IAH,BOS,1597,7,12,0,,0
5898,2011,1,3,1,1044,1348,CO,686,N57864,124,106,8,14,IAH,MCO,853,6,12,0,,0
5899,2011,1,3,1,719,1058,CO,688,N14639,159,132,-6,-1,IAH,DTW,1076,9,18,0,,0
5900,2011,1,3,1,1715,1913,CO,695,N76526,238,209,16,5,IAH,LAX,1379,12,17,0,,0
5901,2011,1,3,1,1438,1559,CO,697,N16217,201,179,-6,3,IAH,LAS,1222,9,13,0,,0
5902,2011,1,3,1,749,1051,CO,706,N14629,122,98,-9,-6,IAH,TPA,787,6,18,0,,0
5903,2011,1,3,1,1810,2037,CO,709,N75854,267,244,-11,0,IAH,PDX,1825,6,17,0,,0
5904,2011,1,3,1,1204,1301,CO,723,N13248,57,42,-5,4,IAH,MSY,305,3,12,0,,0
5905,2011,1,3,1,1904,2259,CO,732,N33209,175,159,-1,19,IAH,LGA,1416,5,11,0,,0
5906,2011,1,3,1,1321,1450,CO,738,N37287,209,188,48,51,IAH,SAN,1303,8,13,0,,0
5907,2011,1,3,1,911,1044,CO,739,N78501,213,194,-3,1,IAH,SAN,1303,2,17,0,,0
5908,2011,1,3,1,1133,1229,CO,741,N14645,56,31,4,3,IAH,AUS,140,6,19,0,,0
5909,2011,1,3,1,1308,1630,CO,744,N37408,142,126,-18,3,IAH,CLE,1091,5,11,0,,0
5910,2011,1,3,1,1447,1737,CO,746,N14645,170,124,6,-1,IAH,ORD,925,32,14,0,,0
5911,2011,1,3,1,2138,3,CO,752,N77295,205,174,28,23,IAH,SLC,1195,12,19,0,,0
5912,2011,1,3,1,1927,2212,CO,755,N16649,105,84,-16,2,IAH,ATL,689,7,14,0,,0
5913,2011,1,3,1,1724,1824,CO,763,N27205,60,41,17,24,IAH,MSY,305,3,16,0,,0
5914,2011,1,3,1,1521,1744,CO,767,N87513,263,248,15,36,IAH,SEA,1874,7,8,0,,0
5915,2011,1,3,1,2131,2338,CO,770,N37287,247,223,28,41,IAH,SFO,1635,7,17,0,,0
5916,2011,1,3,1,735,1129,CO,776,N14230,174,155,-4,10,IAH,PHL,1324,5,14,0,,0
5917,2011,1,3,1,1341,1652,CO,786,N75851,131,108,7,6,IAH,MCO,853,6,17,0,,0
5918,2011,1,3,1,1024,1353,CO,788,N76265,149,130,-7,4,IAH,DTW,1076,7,12,0,,0
5919,2011,1,3,1,1556,1750,CO,795,N14237,234,207,22,16,IAH,LAX,1379,5,22,0,,0
5920,2011,1,3,1,846,1012,CO,799,N75861,146,123,-15,1,IAH,DEN,862,13,10,0,,0
5921,2011,1,3,1,1318,1723,CO,810,N37018,185,165,-12,8,IAH,EWR,1400,11,9,0,,0
5922,2011,1,3,1,2146,2338,CO,820,N77520,172,155,46,51,IAH,PHX,1009,4,13,0,,0
5923,2011,1,3,1,1805,2019,CO,867,N37277,134,116,-1,20,IAH,ORD,925,7,11,0,,0
5924,2011,1,3,1,1055,1350,CO,1006,N18622,115,95,-17,-5,IAH,TPA,787,5,15,0,,0
5925,2011,1,3,1,1818,2221,CO,1010,N73276,183,157,1,28,IAH,EWR,1400,15,11,0,,0
5926,2011,1,3,1,1221,1529,CO,1027,N16649,128,110,-22,-4,IAH,CLT,913,6,12,0,,0
5927,2011,1,3,1,722,1030,CO,1048,N38268,128,111,-10,2,IAH,FLL,965,4,13,0,,0
5928,2011,1,3,1,847,1220,CO,1058,N23707,153,139,-25,-3,IAH,DCA,1208,3,11,0,,0
5929,2011,1,3,1,1434,1532,CO,1079,N73299,58,41,23,24,IAH,SAT,191,2,15,0,,0
5930,2011,1,3,1,1555,1905,CO,1086,N75861,130,105,-14,-5,IAH,MCO,853,9,16,0,,0
5931,2011,1,3,1,1306,1632,CO,1088,N13750,146,131,-21,1,IAH,DTW,1076,4,11,0,,0
5932,2011,1,3,1,1550,1910,CO,1090,N11651,140,111,-2,-1,IAH,MIA,964,4,25,0,,0
5933,2011,1,3,1,1251,1615,CO,1092,N62631,144,120,-5,1,IAH,CMH,986,5,19,0,,0
5934,2011,1,3,1,2115,2328,CO,1095,N66051,253,200,45,15,IAH,LAX,1379,35,18,0,,0
5935,2011,1,3,1,720,833,CO,1097,N75435,193,174,-19,-5,IAH,LAS,1222,6,13,0,,0
5936,2011,1,3,1,1913,2036,CO,1099,N78866,143,119,6,18,IAH,DEN,862,10,14,0,,0
5937,2011,1,3,1,1020,1147,CO,1189,N77296,147,126,2,10,IAH,DEN,862,7,14,0,,0
5938,2011,1,3,1,919,1123,CO,1407,N38424,244,221,-5,9,IAH,SJC,1609,4,19,0,,0
5939,2011,1,3,1,1959,2331,CO,1417,N14629,152,130,-24,-1,IAH,PIT,1117,6,16,0,,0
5940,2011,1,3,1,2114,2220,CO,1423,N33284,66,40,4,4,IAH,MSY,305,4,22,0,,0
5941,2011,1,3,1,1456,1742,CO,1440,N14639,106,86,-14,6,IAH,ATL,689,7,13,0,,0
5942,2011,1,3,1,1914,2003,CO,1441,N17104,49,29,6,14,IAH,AUS,140,7,13,0,,0
5943,2011,1,3,1,1040,1401,CO,1448,N77258,141,117,-6,0,IAH,FLL,965,4,20,0,,0
5944,2011,1,3,1,2052,2232,CO,1459,N76508,220,194,-1,2,IAH,SNA,1347,7,19,0,,0
5945,2011,1,3,1,2125,2220,CO,1475,N36280,55,41,5,15,IAH,DFW,224,4,10,0,,0
5946,2011,1,3,1,1027,1424,CO,1476,N37255,177,161,-11,2,IAH,PHL,1324,4,12,0,,0
5947,2011,1,3,1,2129,2228,CO,1479,N75433,59,39,23,24,IAH,SAT,191,3,17,0,,0
5948,2011,1,3,1,1925,2254,CO,1488,N87507,149,128,-7,15,IAH,DTW,1076,10,11,0,,0
5949,2011,1,3,1,1921,2229,CO,1492,N54241,128,114,-4,21,IAH,CMH,986,4,10,0,,0
5950,2011,1,3,1,904,1113,CO,1495,N66056,249,207,23,-1,IAH,LAX,1379,25,17,0,,0
5951,2011,1,3,1,1918,2210,CO,1506,N38403,112,94,-16,-2,IAH,TPA,787,5,13,0,,0
5952,2011,1,3,1,1825,2005,CO,1511,N23707,220,201,8,20,IAH,SNA,1347,7,12,0,,0
5953,2011,1,3,1,2128,2216,CO,1533,N33266,48,27,6,13,IAH,AUS,140,5,16,0,,0
5954,2011,1,3,1,1412,1500,CO,1541,N14629,48,30,-8,-3,IAH,AUS,140,4,14,0,,0
5955,2011,1,3,1,1014,1336,CO,1544,N27213,142,126,-21,-1,IAH,CLE,1091,7,9,0,,0
5956,2011,1,3,1,1911,2116,CO,1546,N57862,125,107,-18,16,IAH,ORD,925,8,10,0,,0
5957,2011,1,3,1,1308,1621,CO,1548,N32404,133,115,-13,-2,IAH,FLL,965,4,14,0,,0
5958,2011,1,3,1,1800,2126,CO,1558,N37263,146,133,-19,5,IAH,DCA,1208,4,9,0,,0
5959,2011,1,3,1,1411,1708,CO,1562,N34282,117,99,-18,-4,IAH,RSW,861,5,13,0,,0
5960,2011,1,3,1,908,1005,CO,1583,N59630,57,27,-6,-7,IAH,AUS,140,8,22,0,,0
5961,2011,1,3,1,1917,2216,CO,1586,N75435,119,103,4,22,IAH,MCO,853,4,12,0,,0
5962,2011,1,3,1,1433,1601,CO,1589,N13716,208,192,6,8,IAH,SAN,1303,3,13,0,,0
5963,2011,1,3,1,728,1038,CO,1590,N24212,130,109,-10,3,IAH,MIA,964,6,15,0,,0
5964,2011,1,3,1,1050,1246,CO,1595,N73256,236,210,22,20,IAH,LAX,1379,11,15,0,,0
5965,2011,1,3,1,2112,2241,CO,1597,N27205,209,192,-9,2,IAH,ONT,1334,5,12,0,,0
5966,2011,1,3,1,1749,1843,CO,1603,N18622,54,30,-3,-1,IAH,AUS,140,6,18,0,,0
5967,2011,1,3,1,1202,1353,CO,1605,N66051,231,199,13,7,IAH,LAX,1379,13,19,0,,0
5968,2011,1,3,1,1144,1303,CO,1616,N14653,79,58,13,14,IAH,MFE,316,4,17,0,,0
5969,2011,1,3,1,1248,1440,CO,1620,N72405,172,151,61,73,IAH,PHX,1009,5,16,0,,0
5970,2011,1,3,1,904,1008,CO,1623,N14242,64,41,10,14,IAH,MSY,305,3,20,0,,0
5971,2011,1,3,1,1213,1346,CO,1629,N17719,213,194,-16,-2,IAH,SNA,1347,5,14,0,,0
5972,2011,1,3,1,1327,1638,CO,1630,N37274,131,111,-6,2,IAH,PBI,956,5,15,0,,0
5973,2011,1,3,1,1740,2141,CO,1632,N16713,181,169,-22,0,IAH,LGA,1416,4,8,0,,0
5974,2011,1,3,1,2110,2257,CO,1644,N75410,227,212,-7,20,IAH,SMF,1609,5,10,0,,0
5975,2011,1,3,1,1040,1248,CO,1646,N79402,128,113,-15,10,IAH,ORD,925,6,9,0,,0
5976,2011,1,3,1,1602,1914,CO,1648,N14230,132,113,-12,2,IAH,FLL,965,4,15,0,,0
5977,2011,1,3,1,1922,2222,CO,1662,N12218,120,99,-4,7,IAH,RSW,861,6,15,0,,0
5978,2011,1,3,1,1600,2015,CO,1676,N16632,195,156,-5,-5,IAH,PHL,1324,5,34,0,,0
5979,2011,1,3,1,941,1039,CO,1679,N46625,58,38,-6,1,IAH,SAT,191,3,17,0,,0
5980,2011,1,3,1,1557,1951,CO,1688,N17619,174,130,-2,-3,IAH,DTW,1076,12,32,0,,0
5981,2011,1,3,1,1813,1944,CO,1689,N33286,211,192,10,13,IAH,SAN,1303,4,15,0,,0
5982,2011,1,3,1,1045,1402,CO,1690,N19623,137,110,-4,10,IAH,MIA,964,7,20,0,,0
5983,2011,1,3,1,1352,1542,CO,1695,N76254,230,212,37,37,IAH,LAX,1379,7,11,0,,0
5984,2011,1,3,1,2103,2216,CO,1704,N13624,73,54,-12,-2,IAH,OKC,395,4,15,0,,0
5985,2011,1,3,1,1833,1942,CO,1705,N35204,69,53,-9,1,IAH,MFE,316,5,11,0,,0
5986,2011,1,3,1,922,1123,CO,1714,N36444,241,219,-13,7,IAH,SMF,1609,4,18,0,,0
5987,2011,1,3,1,2049,2208,CO,1715,N27610,139,113,-6,-1,IAH,ABQ,744,6,20,0,,0
5988,2011,1,3,1,2125,2243,CO,1717,N35407,198,181,0,15,IAH,SAN,1303,5,12,0,,0
5989,2011,1,3,1,1147,1330,CO,1719,N73251,163,147,-5,2,IAH,MTJ,926,8,8,0,,0
5990,2011,1,3,1,945,1110,CO,1723,N18223,205,187,-2,15,IAH,ONT,1334,6,12,0,,0
5991,2011,1,3,1,1825,2009,CO,1728,N19638,164,143,-9,0,IAH,TUS,936,4,17,0,,0
5992,2011,1,3,1,734,959,CO,1746,N75426,145,118,4,9,IAH,ORD,925,13,14,0,,0
5993,2011,1,3,1,1912,2220,CO,1748,N75428,128,112,-11,7,IAH,FLL,965,5,11,0,,0
5994,2011,1,3,1,951,1228,CO,1767,N35407,277,254,4,11,IAH,SEA,1874,9,14,0,,0
5995,2011,1,3,1,1934,2316,CO,1776,N24224,162,144,3,34,IAH,PHL,1324,5,13,0,,0
5996,2011,1,3,1,1827,1922,CO,1779,N39297,55,41,31,37,IAH,SAT,191,3,11,0,,0
5997,2011,1,3,1,1600,1713,CO,1787,N14653,73,46,6,5,IAH,DFW,224,4,23,0,,0
5998,2011,1,3,1,1352,1711,CO,1790,N16646,139,116,-7,-3,IAH,MIA,964,8,15,0,,0
5999,2011,1,3,1,1842,2033,CO,1795,N57868,231,204,51,47,IAH,LAX,1379,9,18,0,,0
6000,2011,1,3,1,2048,2259,CO,1812,N62631,131,105,-13,-7,IAH,OMA,781,7,19,0,,0
6001,2011,1,3,1,1448,1628,CO,1821,N15712,220,196,-2,8,IAH,SNA,1347,7,17,0,,0
6002,2011,1,3,1,1034,1138,CO,1823,N13716,64,45,-1,4,IAH,MSY,305,3,16,0,,0
6003,2011,1,3,1,2006,2310,CO,1830,N36247,124,109,-7,11,IAH,PBI,956,5,10,0,,0
6004,2011,1,3,1,1145,1558,CO,1832,N33284,193,173,-7,5,IAH,LGA,1416,6,14,0,,0
6005,2011,1,3,1,1231,1632,CO,1836,N33266,181,161,-13,1,IAH,PHL,1324,8,12,0,,0
6006,2011,1,3,1,1437,1810,CO,1844,N57869,153,127,-9,3,IAH,CLE,1091,8,18,0,,0
6007,2011,1,3,1,1130,1347,CO,1846,N54711,137,114,-23,0,IAH,ORD,925,11,12,0,,0
6008,2011,1,3,1,1309,1630,CO,1850,N37298,141,120,2,14,IAH,RDU,1043,4,17,0,,0
6009,2011,1,3,1,851,1202,CO,1873,N77261,131,111,-6,1,IAH,MCO,853,8,12,0,,0
6010,2011,1,3,1,1131,1315,CO,1882,N36207,164,146,-14,1,IAH,HDN,986,6,12,0,,0
6011,2011,1,3,1,1805,2010,CO,1889,N18223,245,225,-10,5,IAH,SMF,1609,8,12,0,,0
6012,2011,1,2,7,939,1414,CO,1,N76064,515,496,24,14,IAH,HNL,3904,5,14,0,,0
6013,2011,1,2,7,1833,1932,CO,5,N77261,59,43,-7,3,IAH,MSY,305,3,13,0,,0
6014,2011,1,2,7,1540,1636,CO,6,N78509,56,37,11,15,IAH,SAT,191,3,16,0,,0
6015,2011,1,2,7,1523,1619,CO,33,N27610,56,40,4,13,IAH,MSY,305,1,15,0,,0
6016,2011,1,2,7,1557,1648,CO,35,N27421,51,30,31,32,IAH,AUS,140,4,17,0,,0
6017,2011,1,2,7,1925,2132,CO,47,N56859,247,224,32,15,IAH,LAX,1379,9,14,0,,0
6018,2011,1,2,7,748,941,CO,52,N57111,233,203,10,3,IAH,LAX,1379,10,20,0,,0
6019,2011,1,2,7,1748,1922,CO,59,N76504,154,130,5,8,IAH,DEN,862,12,12,0,,0
